category,AoA,visual_frequency,word_count_childes,log_word_freq,cdi_semantic,published_global,published_local,global_cls_L00,local_cls_L00,global_cls_L01,local_cls_L01,global_cls_L02,local_cls_L02,global_cls_L03,local_cls_L03,global_cls_L04,local_cls_L04,global_cls_L05,local_cls_L05,global_cls_L06,local_cls_L06,global_cls_L07,local_cls_L07,global_cls_L08,local_cls_L08,global_cls_L09,local_cls_L09,global_cls_L10,local_cls_L10,global_cls_L11,local_cls_L11,global_mean_L00,local_mean_L00,global_mean_L01,local_mean_L01,global_mean_L02,local_mean_L02,global_mean_L03,local_mean_L03,global_mean_L04,local_mean_L04,global_mean_L05,local_mean_L05,global_mean_L06,local_mean_L06,global_mean_L07,local_mean_L07,global_mean_L08,local_mean_L08,global_mean_L09,local_mean_L09,global_mean_L10,local_mean_L10,global_mean_L11,local_mean_L11,global_final,local_final
refrigerator,26.0,0.0254941277570896,595.0,2.7752462597402365,furniture_rooms,19.001854346006045,21.528100252580288,22.425638083300715,24.06563514602787,23.183281800412978,25.482467469526853,23.47007334539108,22.224765845368,25.273494116370298,25.232792140161244,25.938514608648585,27.238990548327703,24.46354409614936,25.874097911938307,24.80018052672025,27.654647880917,24.1306858545844,27.58688560711491,23.35581324348489,26.86006786775751,23.784132240035103,27.65668928622791,23.215032894969436,26.65933285563326,22.55063530239689,25.938595976160222,22.42058787036178,24.15012381177297,24.200483702104965,25.52296544072748,24.19912406779216,25.67947640976304,24.65802830103988,26.298300121096965,23.23379498228937,25.79590140809428,22.475834386001083,25.890316532756163,21.584316731643565,25.05497780496254,20.92032432853004,24.117470016027745,20.870347146235908,23.70543824014911,20.138988068501074,22.96825958629477,19.50075343893708,22.454992364818537,19.655134323419265,22.44891178675049,18.60096402135593,21.339874979633876
rock,23.0,0.0045832139788026,847.0,2.9283958522567137,outside,18.84195503982796,21.3631492902401,25.017725120794555,26.009234829511456,24.164441501002315,24.19711082328261,22.782839661761415,20.304800030121356,23.457432918045317,22.54165350445012,23.378489935933853,24.18261572711689,22.92642251371501,23.770362585110124,24.199091592617894,26.318261779398465,24.233386922962072,26.799869531055432,23.329232480413744,25.96410386684267,23.29229307440211,26.66365375076912,22.86433847490684,26.21251020226812,22.485220741450075,25.97756239777187,25.89103893159717,27.35747947731047,26.559603436018108,26.95155155702721,25.5064483790734,25.89730919289141,23.098141384634832,24.48916283030584,22.510463103202213,24.834148483933607,22.599223959979525,25.861375171921487,23.361880052422407,27.255561751347948,23.813367425681275,27.68691311761389,23.59060366330173,27.295712290279766,22.75078706416264,26.210523870917804,21.955297028686456,25.23326091089645,22.50633083857261,25.833247493695545,18.75601736990172,21.40891040064041
scarf,31.0,0.0077341735892294,115.0,2.0644579892269186,clothing,18.708633836471915,21.80377332334816,23.34865202486411,23.654146595293284,23.36646542621162,24.08427063258525,23.4128523386119,22.17362838810104,24.143556939318835,25.15106897973534,24.487498698964,27.031043810872287,23.644477742666275,26.044743257040636,24.077163761993624,27.661755484805617,24.274679972216774,28.219707795270008,23.96369325291932,28.13070400800988,23.532308275060814,27.77356366218637,22.92197692229572,26.837358194516906,23.12318469442704,27.160324653715197,21.91083915948223,23.45796332475235,23.98269860314228,25.39337694415384,24.27627415747011,26.28720791801831,24.011656737704463,27.05238001583292,23.80868338917629,27.748371160537115,23.859562068591394,28.892013201287185,23.60448230396134,28.59944331402029,23.75800170271126,28.26743235330942,22.408835288745408,26.563155312670244,21.903094791545715,25.807107389760045,22.662567412146316,26.311829839403927,21.90403231105481,25.43083346699293,18.48049916406435,21.59390378899198
shirt,23.0,0.0186193067888857,1853.0,3.2681097298084785,clothing,19.45177032162948,22.4880404526626,25.407549142299477,23.42122669667825,24.88519032747885,24.549779894226592,24.303709756487454,22.458536334548505,24.00685454626094,25.68700731142022,23.941710131065,27.30264435040085,23.308843052953293,26.291260196327052,23.741420141028883,27.926711333749445,23.94275950513641,27.85178483445785,23.17015917857545,27.24718715963403,23.48249992170552,27.76078507533462,23.302736200800265,27.08952654425685,23.85435249308817,27.842142687100097,24.230805020602844,23.88251539425657,26.27790025917409,26.747982053056862,25.87756640694366,27.485264248320245,25.22596056688653,27.978124787289413,25.84051266422558,29.05178659317152,26.40773155698528,30.27786668345226,26.40838157864384,30.35601374307649,24.90183002090706,28.50139452985709,23.671261121834444,26.994562815256128,23.109643316726547,26.09787604108289,23.698107233045864,26.5186364281842,22.996807536953067,25.66302461321961,19.2935700624937,22.36244907286837
shoe,17.0,0.011314809510169,1126.0,3.0519239160461065,clothing,18.781183861519345,21.619309914180853,23.75474329889305,21.81787302374745,23.93167054461383,23.192713622360756,22.77930903311629,20.26157155021136,22.884294840663173,21.984734939466524,23.090181267766933,23.944814459308414,22.8641572782022,23.42322192415861,23.619431743425448,25.445615824531505,24.261150632851336,26.531311274759865,23.687955555005143,26.400991224873465,23.388161993125184,26.72171904230448,23.721949775798013,26.860180770321463,23.717696584823816,27.61687167465953,21.907042769026344,21.595637909818475,22.856667963954337,23.108983035681547,22.828020706527003,23.690647342349223,22.69076738727852,24.24719472463717,22.689762362018044,25.139163643288995,22.630472763690943,26.12970095423641,22.214768876184696,26.099321162076578,21.667259122847888,25.886651709110595,21.957154669046883,25.726432054401677,22.007405385392424,25.57830674940589,21.481719485907963,25.085858358928096,22.004946184612088,25.139327491987967,18.797759105046207,21.724976234521368
shorts,26.0,0.0136064164995703,157.0,2.1986570869544226,clothing,17.25033789681179,19.35325445005586,21.442915675660217,20.02167534654029,21.653618760279738,21.42881256943137,22.447622119086454,20.12276907142921,22.83131594207064,23.127393437037664,23.70982350033771,25.15215121145914,23.049037271197285,24.56970170461369,24.0678374741154,26.875793869576075,24.01512628794908,27.49686282592341,23.882970646414115,27.51917737931983,23.195175950640177,26.99738716043161,22.404475406283524,25.759646585674503,21.761614121272235,24.95916990012911,19.62758662118104,19.781329730511366,22.185702047827984,22.18253067104665,22.81429331732924,24.08184886353202,23.30249451902351,25.53529905387211,23.3016450368713,26.28139123018567,23.52807199887987,27.560640764658583,23.863829536387573,28.140696078762947,22.943468335932145,26.77229421728393,20.74497189806797,24.26793790416988,21.5374181760813,24.642273476848555,21.68589045595599,24.734032400350586,20.73237791910448,23.42807126382636,16.937955135646,19.12640593856586
shower,25.0,0.0097393297049556,346.0,2.5403294747908736,furniture_rooms,17.51791895200063,19.665076503476264,23.36667659333717,23.80835097690833,23.219590110280265,24.22321535226685,21.124613996102525,20.553122772502032,22.551787132428966,24.07390003648003,23.363721983917788,26.45775755678673,22.696210463299064,25.607823599329688,24.207713757925777,28.010728698465133,23.73459680042238,27.26831241118894,22.78938493731844,26.468761202096044,24.946257735016463,29.020672288051315,23.75374522930896,26.83076567818332,21.48682864991859,24.304041154780887,29.877020568920155,28.2961754502788,29.592239093630788,29.08942993258949,26.77946410852881,28.01288089133467,25.268948478186733,27.572237915370977,24.776502984126523,27.25426223838608,24.50436117788958,27.598531092790203,24.059329768279813,27.23977739158117,22.816569225294284,25.762889297524023,22.2896414114003,24.75285384361976,21.73152800246608,23.30442553636533,21.46400608969607,23.14194507345396,21.369815397634337,23.023867387755992,17.33440008243459,19.470527296971824
sink,26.0,0.0163276997994843,418.0,2.622214022966295,furniture_rooms,18.743079035596896,21.164836018676557,22.895521104168523,21.664967656240023,22.073246078539768,21.942124843195963,21.408619274710475,19.774485920719265,22.383882220026827,23.405023454370006,23.28263759498494,25.875542259455592,22.655198253704853,24.796706508010796,23.551175184067336,26.798131187396063,23.39436995370164,26.96564486488112,22.769293163208037,26.143502553909894,23.45083354992844,27.52326201279196,24.057634380677104,26.89543997148633,22.49650863088405,25.532677723163943,25.679708572507973,23.81014575972185,25.191654289818658,24.465958852449997,24.182697318183592,24.90573185923271,24.56889977232673,26.475301191373237,23.52141924159721,26.27891903108769,23.175936202149625,26.747052497805797,23.48250555072128,27.46331557488021,22.751928767585497,26.738093558405552,23.190111735746623,26.690030955425637,24.09987695145059,25.588854567196773,24.583892619401908,25.35008430821818,25.1362802046619,25.702680758469427,18.50431226829357,20.90051471625913
slide,24.0,0.0045832139788026,1240.0,3.09377178149873,outside,19.953564121825835,22.290799880447004,27.45830652523978,26.90947785562259,26.751017385972958,26.636463657403414,25.60063545820825,23.04629656516521,26.240065796040064,25.22734695943849,25.8323628912121,26.29085083168995,25.166101798706137,25.55635466228341,25.088815641838465,26.86551890988399,24.99901693934457,27.66604607773139,24.02551502720909,26.820206596144363,23.868856178201288,26.929898337185595,26.52192696115305,29.03496978621333,24.595388295232198,27.60333149929671,23.04056397239852,25.387136045580323,23.31431713813227,25.25748239105148,23.113413356809257,24.61953736913894,23.06689654056381,24.54417862139421,22.32165688469461,24.370593990042547,22.040078673121336,24.720754359090265,21.79410763035233,24.4046205881499,20.66644407097831,23.163288766464515,20.692109964694843,23.01066510812797,21.495440325456244,23.63273303834618,21.256129354232765,23.650261241227167,21.042661371514203,23.362751524709832,19.77468193611173,22.012703556499087
sock,21.0,0.0108851331996562,458.0,2.661812685537261,clothing,18.06375733795461,20.775854447274035,24.20720436105831,21.84552726080917,24.72449734459888,24.78995258634924,22.4187757279198,21.06907028329929,20.999376397788065,21.74752851332899,21.931814956006555,24.132496344347807,22.20195544695645,24.001860656493808,23.17351515964095,26.10764788396411,23.71783790584107,27.015423397664676,23.66547843663966,27.1975847695531,22.79584716458132,26.742308636803763,22.34726247883896,26.16015022591848,23.272932142729037,26.983399131668836,23.290683084668995,22.93471134422168,23.35343795144188,24.072171725145964,23.474181031461278,25.312611127176567,23.55571367713011,26.100219849179737,24.360954157593827,27.59197845706403,24.90111840963076,29.03547598802073,24.833049418976145,29.13583051527393,23.44048189182637,28.048779541912445,22.3883337573825,26.70224284134655,22.16355074089573,26.268888416694452,22.24884415581028,26.242137538046244,21.624183827768213,25.1897576915628,18.13731431755847,20.86599736340481
stick,25.0,0.0030077341735892,1625.0,3.2111205412580492,outside,19.90259671844532,22.966169178450983,30.35766208175845,27.05668489100126,29.52517813991617,26.19437963404833,29.578035340298943,23.57712479325557,28.47624386020541,25.82060955328833,27.737461504321764,28.14472146691785,27.40797318655608,27.648360316117817,26.93958960792669,29.071474150236423,26.874508671631965,29.637662266399143,26.39943350039932,29.367011538345118,26.16146819655844,29.856477553939584,25.282487731282902,29.282726451755774,24.49666991410054,28.621242405376293,31.655283687802807,28.756162313273563,31.317390463818786,29.05127994367431,30.1895946355473,28.58121743615891,28.109761208612053,28.37191687816074,27.862727341633168,28.824071351726523,28.214598223528597,30.393441247331832,27.79059868338377,29.93395304250389,27.46447622744317,29.474718526194977,25.994222881066392,27.4215368675842,25.145189269900648,26.61745416677305,24.74306655828179,26.32296765097904,24.70941130058848,25.831200266724377,19.777260814371186,22.929973036316795
stroller,25.0,0.0124606130048696,213.0,2.330413773349191,vehicles,18.281930465529054,20.166597101324975,19.332719776447576,20.58897639487456,19.421298009885856,20.602542973369896,19.233895044038665,17.02469886603379,21.100786454729366,20.354447899626475,21.92085575852024,22.52814470232812,21.130146413898466,21.691332837542188,21.90374963494937,23.73300656534963,22.494150634496343,24.62083356679149,22.151645779495556,24.38222439038154,21.59374634143778,24.477723094667795,22.900732629970665,25.664145016800425,22.63742736113081,25.327642935814985,18.046710308500817,19.80245465480207,18.74824577026561,20.37504942522397,19.572118922701005,20.90382163190029,20.1647540569176,21.47786225479783,19.170108497898585,21.209911471420483,19.048244029008007,21.585489794406676,18.06853644982928,20.864814971847903,17.308060558710665,19.8239255616723,17.576985236389465,20.226222390744923,19.360193925303182,21.75155600042196,19.21494484712918,21.39587148885168,19.030324269742824,20.954649645555183,18.114981214498275,20.16049481634941
sweater,26.0,0.0126038384417072,342.0,2.5352941200427703,clothing,18.316056452917703,21.066904157362444,23.203714034433187,22.72176679504824,22.845761711789745,23.003719808525144,22.69533883633764,20.746701719234117,23.515364659698328,25.11621607837369,23.989732471260933,27.340448133136924,23.572197706352327,26.536133203681857,24.633665599253487,28.64317688410307,24.575972862373597,28.17267952119012,23.52672815827412,27.19967880410959,23.682661882222693,27.707488981522523,23.171527672811056,26.840763113160733,22.550947530992275,26.081666845837585,22.22327707657205,22.86246199216603,24.82800048811115,25.298451903371014,24.49176166516148,26.07067316774274,23.86581150437825,26.78875620927974,24.566712689927822,27.782272323738724,25.51833583574661,29.338932208904986,25.623275272076462,29.393215915774658,23.86738073049512,27.38518451531659,22.19522151850883,25.57643992595732,21.04743202707271,24.45941426574497,21.60325892368767,24.92188935998669,21.057655967183496,24.1208980145787,18.171813014633837,20.918917136818305
swing,23.0,0.0012890289315382,637.0,2.8048206787211623,outside,20.737390507075837,24.085553483983198,25.96141962547556,30.374822403260698,23.976338420715127,25.732428126845097,24.925688461827413,21.65550481069832,26.255673148824528,25.08493418330537,25.56395679511825,25.918418813520656,24.774748951392457,25.2542531297503,24.62864078621828,26.496105791940074,24.144054712382022,26.70593514624391,24.09641867246268,26.942856344289847,23.93079995479351,27.80565591613261,27.030427701090694,31.05642234871466,26.47266793496639,30.88380469858557,26.235383270107288,30.762237242675024,23.772356858498167,27.21412875727325,22.736843098216315,24.8257475217613,21.94098656038199,24.25537346569553,20.987047105107557,23.94162952354657,21.201073361126586,24.609382600735888,20.97503669022979,24.260538736424436,19.508148168065816,22.44776721099229,19.019317912975875,21.807905238071093,19.145107330336742,22.21548730156808,19.43571896462244,22.71109551602605,19.120097918542385,22.211673395184523,20.746060677162813,24.174524136656096
table,24.0,0.0519908335720423,3746.0,3.573683693093798,furniture_rooms,20.346774812825878,22.999202034172832,23.7501852541086,23.300135931691077,23.742743671491127,24.23890220584271,21.93746052488621,20.365096660447925,23.06381046044962,23.75757407150521,23.759741949145795,25.46599747681876,23.60377910101221,24.82337316724691,24.288884459765256,26.690397742384327,23.497808780917417,26.261666003091968,22.848749894744504,25.541636293537028,23.601613356967015,26.99287252137384,24.92482025648793,28.41276779446259,24.86607518826576,28.34822351132631,23.1634146258151,24.028573580659373,23.17668248916789,24.499717001707683,22.74294040521915,24.53350262815073,23.036205853994517,25.29133250379657,23.30809653663098,25.950823817067057,23.635322189808846,26.907870998136577,23.812365253306982,27.0933674727572,23.096582067465,26.00220256138236,23.227816282992222,25.692927970280863,22.08765282550534,24.710492264712205,21.675499946760983,24.441407496157325,21.881362827549925,24.377969979608785,20.169786300043057,22.78764775564513
towel,24.0,0.0239186479518762,666.0,2.824125833916549,household,18.305573570724768,20.905115842562225,24.990856782955124,22.71341171560314,25.790904205866337,25.287679587233924,24.483211037268006,22.69889530384162,23.954312559893573,24.05165608108056,24.32521224700789,25.760025820982506,23.8384884682956,24.743438310525008,24.179254804403065,26.609628667156063,24.360028632414487,27.13884707172167,23.947224983362183,26.740006949455367,23.349386425790588,26.62611484045008,22.630473577002487,25.65218734779839,22.151843876715244,25.58160121193261,24.49562536590925,24.2155916631116,26.434793083451485,26.46767419333213,26.52056009439689,27.84632568605205,26.05858198063595,28.087547133399017,25.750624173181887,28.47265346898829,25.087318869962928,28.923074508439218,25.05971530291344,29.41095255352245,24.749960733246656,28.882454394694157,23.82433384198141,27.711580275268123,22.15767749614993,25.905182635799022,21.77220260629447,25.404948954202023,21.62814816807584,24.96215438882367,18.326960216251145,20.961951381391128
toy,22.0,0.0323689487252936,1707.0,3.232487866352986,toys,21.02310815539333,24.702908099922823,23.48603678895445,23.24660381268387,23.904186341646813,25.34145172916488,21.54578845685252,21.159464468926966,23.01642752945505,23.83615633419109,23.57711886567448,25.334791895121707,23.67401017211797,25.005013571817845,23.684313956953797,26.29801902081005,23.386380952354443,26.39776871850163,22.490571805103272,25.6215015082583,23.024584667373848,26.99367516479153,24.74795652943184,28.694745090256102,24.585300240602876,28.915933841986757,19.907391253002277,21.718583177541124,18.98955171381356,21.40884716474237,20.130942964313803,22.51800003003072,21.388612884182635,23.900528219792136,21.97101770309049,25.45822242999719,22.86096840837624,27.301380162856777,22.51068200591513,27.235230290080267,22.27398794626285,26.75012419650555,23.023132291389228,27.48516703818821,22.558420411113648,26.7030967901853,22.086428604598023,26.2733621217788,22.11225377305041,26.09452332298052,20.58724465511008,24.226815950697464
tray,32.0,0.0117444858206817,340.0,2.5327543789924976,household,21.322155056820883,25.045879061484527,24.689396884051423,24.24712239818056,25.40577693734304,26.20193593725369,23.80429107342899,22.77001088678439,24.512781852456392,24.873466252888495,24.9088200236969,26.16312906160862,24.92185030306296,25.68971115275458,25.355790609977596,27.478816082073863,24.714956043234004,27.30129668310708,23.943120569703105,26.77303082276797,23.836971245019704,27.45009333900704,24.4267013919366,28.56049964535835,25.273824604693463,29.779392403114365,23.251670909234324,24.34202677534492,23.47982157247445,25.152235664029018,23.587614104236103,25.392894911302136,24.42927211757742,26.142285808650968,24.361375471038023,27.143709818484982,24.723026218173302,28.844954927037925,24.48519461299977,28.954051387439414,24.19738151283112,28.543948537172614,23.6410634107214,27.998967156734032,22.115875022307108,26.29091560745592,22.09871150994853,26.330258595321844,22.32770664673376,26.383308638334803,21.18164697044123,24.78374445201377
tree,21.0,0.0084503007734173,2210.0,3.344588742578714,outside,20.015878109208384,22.16436702255338,26.69545701724095,31.22003273996905,24.221472571847656,25.25571976824246,24.084807003760645,21.929770425817363,25.535550881547444,26.06153879434487,26.08280960332369,27.810842727986824,26.317258904745803,27.87234527775561,26.383715861694,28.987592429289865,25.601632831354827,28.62614723797236,24.079764939162,26.725909286293923,23.938425330520595,26.510566954822703,22.75206545165224,25.29985331882961,23.7573729481656,26.47128378214419,28.888373064541835,33.2676681569989,25.90964476036237,28.93525335779685,24.18050524349987,26.39502106063185,22.72809435999746,25.447738304027308,23.52494631390576,25.7245799397805,26.161629603697204,28.11515019168624,26.959908661499647,28.44475481837966,24.867750775901253,25.79831670825192,26.44248042918571,26.53519675998607,23.887919265153645,24.61998024806489,24.797844169833088,25.996087000114677,23.841191243901005,25.27419005537122,20.04917181051864,22.183464449334966
vacuum,25.0,0.0088799770839301,190.0,2.2810333672477277,household,19.50731053677169,21.935059818148947,20.748454477687453,21.411090607691907,20.831408812152848,22.38670094404608,21.284377205554136,19.979494377399902,22.96180262152969,22.573344415132528,24.09662338739928,24.61636535625085,23.67103812263129,23.62395407909777,24.617722569932106,26.086324156608665,24.447992431371897,26.41458987490628,24.344050539831507,26.536363204469577,23.47756926376147,26.370014613156894,23.561854012889107,26.801854541630053,23.478094803600563,26.80970215194984,25.72069344433169,24.55621648889246,24.6736743402469,25.005443499218035,24.384707390586048,24.953109928775305,24.84998304300447,25.76517155937661,23.86373091753561,25.64806685987969,23.084082206053303,25.79054590704356,21.59722009107211,24.945737342847465,20.715306343065645,23.850818441696774,19.989311425190625,23.145203173949067,20.02886221028934,23.25227894805433,19.50926257990199,22.61610620478329,19.531907837655325,22.38158740782705,19.317879540780183,21.96375660297834
watch,26.0,0.0110283586364938,5337.0,3.727378569451489,household,16.390472049447744,17.750641728546068,18.64880429672423,16.715721715504262,19.843666997970104,19.78859549050185,18.012028156104083,16.383545588313304,17.85156609470284,17.051145490322416,19.34395144075054,19.25284889231494,20.01242703146504,18.908719257364886,21.40702526117545,22.27039239275133,23.28460039694407,23.82754572892125,24.7594879810639,24.945845549834225,22.503978699306938,23.803021862044503,22.19244466547251,23.69001429359081,21.606185114293478,23.68029676910492,16.760488237116455,16.618881437378448,17.523366649268503,17.52654510424824,18.91078232024716,19.422155062738245,20.417554729354343,20.83352266296725,20.97736087529468,22.143814037953582,21.40788227860729,24.17338160838799,21.06256167037666,24.162808696041417,20.83289078616917,24.127796312482516,20.908245966004493,23.55336600207286,21.39203927328082,23.65827012293608,20.819957955635687,23.17907161352069,20.755894547074057,22.790168757068944,16.558470107095186,17.93985436230246
window,25.0,0.0280721856201661,1234.0,3.0916669575956846,furniture_rooms,17.985602026764404,19.470456926039542,24.295305817257653,23.941575487323394,24.78381656852196,23.90098939059155,27.90908639938958,24.3327233460108,28.165612453813253,28.06651648306394,26.98135152911208,28.2173854506379,26.122105389593347,27.397385872127515,25.93871999906821,28.359885669947072,25.37565258441355,28.043126688092908,25.257939732965287,27.890609137922024,25.164820412911023,27.90395391434752,22.798195744473222,25.09872228716377,22.150291819811883,24.270674576684765,24.340719506555164,25.780107226143063,28.481035730911493,29.09349250425425,27.51182856434569,28.862544421450227,27.188494196818706,28.868192595224347,26.34910570732871,28.738725301957626,27.15805254637763,29.716561594366592,27.489765434155544,29.965580587087526,26.81148500175813,28.541474556881035,25.15241933019368,26.21919155682299,22.5387198810708,23.552247616767943,22.306766343482742,23.42993576408801,22.388901557428493,23.30462088529309,18.11212274778127,19.545373497592426
