category,AoA,visual_frequency,word_count_childes,log_word_freq,cdi_semantic,published_global,published_local,global_cls_L00,local_cls_L00,global_cls_L01,local_cls_L01,global_cls_L02,local_cls_L02,global_cls_L03,local_cls_L03,global_cls_L04,local_cls_L04,global_cls_L05,local_cls_L05,global_cls_L06,local_cls_L06,global_cls_L07,local_cls_L07,global_cls_L08,local_cls_L08,global_cls_L09,local_cls_L09,global_cls_L10,local_cls_L10,global_cls_L11,local_cls_L11,global_mean_L00,local_mean_L00,global_mean_L01,local_mean_L01,global_mean_L02,local_mean_L02,global_mean_L03,local_mean_L03,global_mean_L04,local_mean_L04,global_mean_L05,local_mean_L05,global_mean_L06,local_mean_L06,global_mean_L07,local_mean_L07,global_mean_L08,local_mean_L08,global_mean_L09,local_mean_L09,global_mean_L10,local_mean_L10,global_mean_L11,local_mean_L11,global_final,local_final
couch,25.0,0.0491263248352907,519.0,2.716003343634799,furniture_rooms,17.865023493567026,20.361312508907037,20.10659975194082,20.51341671747292,20.605346044728662,21.74460774819578,20.408773267341328,19.52608134436443,22.41162743082305,23.40190693986748,23.842507860239618,26.00799232612641,22.948612655947773,24.81699230517649,24.15134338561324,27.143791375806227,23.97409353007917,27.4282330680124,23.104138103827083,26.591545594970903,22.95106603780581,26.987411832396905,22.996201516811528,26.78458702044166,22.213045305208976,25.859911943819235,19.79383820487919,20.694328443970875,21.520136474905712,22.75037058575824,22.0215857926476,24.12625498287392,23.069370928333505,25.508093695598795,22.819085581143376,26.057281096418038,22.704747877219507,26.624462318791625,22.32360451815014,26.41212751258073,21.39966608217789,25.24541794457214,21.33899090819884,24.518544248888777,20.63741069797944,23.576002916835904,20.588242449459543,23.52609134311867,20.87901172050544,23.48170607124713,17.62958547138427,20.13663259706505
cracker,21.0,0.0018619306788885,470.0,2.673020907128896,food_drink,16.966667448206785,18.865109480351872,19.83861115667824,19.923384793423857,20.953850946549597,22.244007289976505,17.04760311226792,16.46297194224033,18.282917080187087,18.636548160106507,20.20712964479916,21.599593644534888,20.34636383393861,21.177378908256404,21.338067919221192,23.09268759390455,21.22975474142043,23.27025952702598,21.12326468854946,23.14500469508606,21.479558709280816,23.884436674580467,20.21934380953268,22.550073555943055,21.23724460468499,23.94213697170568,21.41658252651866,21.333091447476637,20.50255007575521,21.116860500946004,21.074219210855123,22.08860492035091,21.744814233602145,23.184369475380425,22.55100688650747,24.577256785736346,23.41267987389232,26.36890697593572,23.40299206669076,26.753609456063813,23.758422858405936,26.726095490890483,22.13051717962474,24.924797107266844,20.513123847898,23.106081812534395,21.37880885820399,23.87880717970136,21.55896418370445,24.01075155157553,16.954575078647597,18.94356037735653
crib,26.0,0.009596104268118,292.0,2.4668676203541096,furniture_rooms,18.93998599775899,22.165250441396324,25.3533274652534,27.303780205478,25.236112841909325,27.25317421763127,24.687997379317647,25.06185815218543,26.057669674637847,28.06399711500189,26.166281360073803,29.23139337755235,24.139641243315346,27.289453923627683,24.26127355582088,28.21445846680689,23.83135210915048,27.85122360722097,22.994083016739317,27.11996956651893,22.75236666794425,27.28562728035818,23.174308536695047,27.62388785846147,22.7516297945216,26.93884529777316,24.064799372185053,26.51726580441938,26.521740382164108,28.79251677196845,26.19795085582208,29.183706731305406,25.88672744821194,29.333963506382812,24.76385303715068,28.843162329487484,23.874288748459108,28.18453322189062,23.365999872656747,27.68269862625844,22.413335129479563,26.54654330027949,23.170913262540036,26.967114138753637,21.273906892898783,24.836601183309007,20.63458551799584,24.254530479541224,20.861909960859727,24.31626556627381,18.684074801287316,21.96724097846725
cup,21.0,0.0393869951303351,3.0,0.6020599913279624,household,19.239413921999653,21.06558283329661,26.203571504882763,22.675689068955705,26.241635473658437,25.2579372819109,24.182333428047816,21.91142687507572,22.99482260359986,22.37193619256149,23.77690435182781,23.84127854326439,24.566810059432235,23.41887040473341,25.00590829840285,25.5591426019612,25.267895282650095,26.05143331305305,25.52035951259028,26.41878492223161,24.272540149202023,26.261315560146603,23.18845644048433,25.42320423689475,23.162273722180892,25.801436188381377,23.01544371974624,22.543108497280883,22.636544878747426,23.019369192786744,23.06876218860434,24.13122592588418,24.04028114339335,25.013613964985467,24.27790645047784,26.0635451576943,24.257614261000107,27.606443823530945,23.83469367485783,27.8372702143328,23.709942350757856,27.572427449820783,23.56992836032065,27.116414744462205,23.98584044511225,26.474927079074607,23.98974519258095,26.55691871517192,23.474076403850848,26.081228190827847,19.025704171151997,20.92817028137922
dish,28.0,0.0094528788312804,334.0,2.525044807036845,household,20.22335846845806,22.333908802717986,26.22711644761495,22.801552094269628,26.51186629125171,25.07384942767053,24.06118700133434,21.512842948050142,22.968510756186607,23.165043753301976,23.55201614683299,25.24433876126523,23.17026978351901,24.726301349180357,23.641770183416384,26.21009906644283,23.66412026345124,26.529392493225597,22.564162957770485,25.32278969290589,23.18131453309531,26.034181853085254,22.94050562968827,25.633255947568745,23.97638882368289,26.80124849452012,26.625835376052727,24.187692603096018,25.433989172425925,24.249266760249217,24.84119143369493,25.04065438791541,24.80200090880516,25.70914366235762,25.044025935513087,26.53340444096702,25.75217685218588,28.10597071524992,26.211916348291737,28.704194428419477,26.123450351573688,28.57270295939664,25.648052350929383,28.044430146622933,23.394028447203365,25.96125019117853,23.36577252682539,26.182314721855604,24.032964306860865,26.872856371084023,19.94312423589471,22.166948283782084
dog,14.0,0.0110283586364938,43.0,1.6434526764861874,animals,19.4959324575254,21.98442273108412,21.41412244261166,20.041771853068543,22.343496633764268,22.27881263539278,21.45401127243332,19.531615474116045,22.742586291267635,22.236060828921463,24.579548027333846,25.372092646373773,24.90317000114008,25.214010522489804,25.40341936911915,27.55383368317804,26.01201857728222,28.58470853644613,26.11963268528827,28.8161049263334,26.01400990147144,29.4054516249257,25.292940815684897,28.43769043463778,23.82204456045261,27.12348232235592,20.844301196226247,20.25010576018567,21.54073863227362,21.47350227413872,22.60419048966898,23.553121243567023,23.48648562085123,24.73080067836864,23.805124892871483,25.86034252608059,24.585217319012923,28.01991143450268,23.829044439564434,27.94785566647303,22.42026445622124,26.409279195144794,21.82603135750354,25.645674061218592,22.402946541994822,25.656438620846032,22.693329746843222,25.84697774299705,22.918269680125903,25.6826353417624,19.39178697817324,21.8944475499721
doll,23.0,0.011314809510169,1017.0,3.00774777800074,toys,20.002272292795062,22.906686236250685,22.34812129489601,22.48204393808177,23.31454675389366,24.711702915164853,20.99958049544428,20.14106201696767,22.00100475760822,22.502016824745493,22.783788794009737,24.359336137349786,22.62796585459596,23.96284796407674,23.40656230403878,26.2156062522222,23.981487178762915,27.10921786417517,24.290473098589363,27.89713444524718,25.227225190770564,29.549502475142692,27.401604679720176,31.17074533533841,25.539722545778737,29.216120611622,21.008526549577635,21.96858572684219,20.764872644521407,22.13698619846988,21.318075569071837,23.119691212188616,21.813342895193248,23.93565547567975,21.99685852195685,24.90946247806017,22.893735014954345,26.80505099012272,22.07018001264293,26.30956998409213,20.92680662739065,25.10237828877876,21.56913604895794,25.21604546048884,22.74553084793676,26.272003690342643,23.109157261987487,26.222469952523195,22.37831278329312,25.314524732286035,19.70367218095543,22.52222326525988
door,21.0,0.0297908908622171,3340.0,3.523876475638131,furniture_rooms,15.875370984370136,16.948552199377538,25.693336997843787,21.06951364524676,24.929637706460284,22.148824558855345,23.12302510043082,19.94688664265487,23.41208923933678,23.237310132005756,24.0873173197842,25.283063567232027,22.795780005496542,24.85343823766342,23.93020102120968,26.641287954082216,23.43916883259508,26.345485971036165,22.765502462948128,25.65272911471977,22.43594949540841,25.59812886469524,20.048324310978728,22.217875555914183,19.469387648974767,21.368431250020397,29.31138264359118,24.125827292619185,29.577562051978752,26.374240966527346,27.78334897077375,27.498663835387315,27.40414664591241,28.177324799674047,26.546902162036037,27.78873802588694,25.682869458379358,27.92284722215765,24.413142538967,26.69850711587401,23.81457483363457,25.819383333534997,23.659649170120428,25.06302111007724,21.28885165113815,21.72986769225213,21.53812451724697,21.82157377739802,21.738679565269127,21.82019078353129,15.76588011035631,17.063812551165185
drawer,28.0,0.0151818963047837,352.0,2.5477747053878224,furniture_rooms,16.87428350549901,18.130932850270828,23.24819949264803,19.440233869131564,22.947107581371156,20.95413875358503,21.52722469905627,18.44768135288796,21.59489789201653,20.27751170468897,22.805351427944903,22.97204317260525,22.14147134489708,22.335109682039477,23.221766522984304,24.609721620305063,23.377246411820646,25.05477251206138,23.732153003672185,25.537363905564558,23.02701961707938,25.220779847418783,20.882257324619257,22.39909063627699,20.814541402816943,22.54418016554252,24.872784591453883,21.1534682606374,25.513018282014656,22.533460778418476,24.11802333140936,23.38359857386501,25.24779738054226,24.813591391590343,24.171474329064942,24.83225203481563,23.446508386259005,25.768521714698945,22.680410283919556,25.407420559968017,22.616329371827305,25.48432461228712,22.01872238877445,24.68555020486433,20.373484760275023,22.546416260880576,19.86823849336865,21.87599526518536,19.90784318323277,21.65250116895468,16.97661196749577,18.26787028500942
dress,26.0,0.0094528788312804,1012.0,3.0056094453602804,clothing,18.58078942938641,21.153520905659853,27.79929887050859,27.055491127163684,27.38715520558626,27.594573228895808,26.58940104358926,24.8047788178641,27.03617164259546,27.74713280689035,26.18830788834045,28.858755034716584,25.146809947857623,27.493661135039787,25.208512328821943,28.52530915539873,24.707889774871564,28.137993283102507,24.649590021895445,28.085306318192288,24.189949311337863,28.10767258223743,23.234987196602837,26.883210712314924,23.100833249327376,26.65651286769417,26.22080100691395,27.208185648267538,27.36189859358589,28.6125844592251,27.393308874752677,28.988283900218672,26.40122649278335,29.030606174133396,26.419126990590268,29.49307887374936,27.18084016603271,30.937974034616097,26.51735781013833,30.60485095052338,25.91013810129717,29.62159897431229,24.35854592880553,27.59842193928549,23.37818690824289,26.63041255222628,23.265054079869596,26.52257872584417,22.61368320276509,25.519784201035865,18.512560525939897,21.1898666958656
flower,22.0,0.0117444858206817,8.0,0.9542425094393249,outside,17.405814598399623,18.33347814761117,23.73282451629467,20.835806209066615,24.086037236547288,23.1392826815974,22.450480206317025,19.532490077767285,22.159259441060264,19.46785825545568,23.154082899120592,21.214061348939268,24.88553546836663,21.62165344679156,25.257274406734915,23.940024821499968,26.512393583562258,25.315857941452343,27.26975299319573,25.96138566771885,25.75725160252045,26.13005403193521,22.723894380118967,23.634230491359528,21.703093379842777,23.01837809016584,22.07389125988954,20.7210515031441,21.91757953920257,21.10749322351759,23.08206392762164,22.085237328433827,23.798047208135504,22.494529202005925,24.27615173578392,23.473467176664585,23.90830585447589,25.013046065154843,23.05112720390056,25.04146552120912,23.235721613857187,25.349454890523088,23.4670124614156,25.341405454782198,22.692146537550308,24.1749711278074,22.383004430502453,24.12139018644516,22.30303390274243,23.77011767126192,17.433609555340933,18.310995152264244
fork,23.0,0.0101690060154683,632.0,2.801403710017355,household,17.635014653067664,19.37177216484,24.374125399894428,21.96041444430459,25.1109695962048,25.095582529759472,23.85354269871597,22.66940956945328,22.80542884228394,22.752423351230515,23.47642313505321,24.47867652513977,23.898240671282117,23.551550227619835,24.52683270727938,25.93617783910186,25.28950649824406,26.797865324810218,26.397263817074137,27.797419721948263,24.474609733512477,26.87071114695408,22.877249587656458,25.477188135048998,22.17204986294177,24.534705098784777,24.55725940073084,22.61180871022701,24.831551586721304,24.468931446715604,25.469288085416544,26.00118581292392,25.86814882771803,26.93421681958097,25.396626716701963,27.30538970579054,24.44336108958977,27.921318913526964,23.6578383901077,27.642429194844333,23.188418431197984,27.50135177166326,21.95807321578368,26.3623777383654,22.295748795992207,25.519355738051264,21.461809021506795,24.46493893467069,21.658602598248915,23.95747997873969,17.470627733661512,19.2046701141651
glass,27.0,0.0083070753365797,801.0,2.9041743682841634,household,18.3807594541646,21.068966322182984,23.200717451695706,23.15307791556411,24.06396561594128,25.19297582422233,22.06594317080281,21.095880307657275,22.35015188645373,22.905304528213826,23.971325906089294,25.43219098764517,23.94229661390221,25.02270351795866,24.560977551513705,27.259413007317185,24.52102324050445,27.711642894804687,24.23781949674283,27.71940607342129,23.73148883626363,27.52573909920208,22.78296988245743,26.53108614529869,22.423575885737726,26.04530604899656,23.0382700410649,23.40594451348156,22.65709074535396,23.67275722167445,22.4361585352302,24.22380719604904,23.03696813180652,24.966816456876465,23.11439980426072,25.8369801459249,23.37273147412241,27.389000355495035,23.395503551463896,27.72141444599506,23.10738809109198,27.111060417852105,21.76016811166552,25.601641753379862,21.26843434202209,24.60325992097351,21.725769601682916,24.65428934921987,21.707490722474784,24.32647810726471,18.367335283375848,21.113011186201614
grass,24.0,0.0071612718418791,2.0,0.47712125471966244,outside,17.97893139117739,19.52412700109281,27.50272875173916,32.086814684942624,23.18391328313672,23.68878679507626,20.69595044480484,18.629917684929868,22.780755290166343,23.10347096146092,23.28275979479591,25.2608004430843,23.305642528518195,25.40348642783797,23.533597800829146,26.69341482356836,23.59523749277276,26.310011370808795,22.649032265662623,25.091092152705823,22.98805015946908,25.53488049526048,22.115020957686312,24.13399057360708,21.749248056133585,23.848415869680284,33.29998120213104,37.79445533400311,25.9720789402844,27.767134287819918,24.61851710774951,25.45130221583916,22.27780818750569,24.027765526765894,23.01128798000022,24.69206785956495,26.693498454560466,27.94166978659081,27.53442830656641,28.34801653461105,25.433744973694026,25.666692821692024,22.73827948781035,22.826435400932574,22.16105771279909,21.83296945288531,22.10859361996558,22.103355763063725,21.67206572779271,21.787643633330458,17.879143754883586,19.42580165728157
hat,19.0,0.0088799770839301,3399.0,3.531478917042255,clothing,19.15817773600206,21.83930032852337,24.34450566035828,20.734612641843515,24.233828950524487,22.93092102400175,23.836785014417263,20.945558140967456,22.024057110932716,20.657014019095797,22.38868146536981,22.683759137476887,23.10958461112685,22.480505583127208,23.52634269507068,24.783539629267185,24.883991185994944,26.418997705091307,26.524384044081,28.475110438219783,24.968350733551684,27.890248501708577,24.03498758044449,27.28400942556802,23.91558090109417,27.3769110947183,21.59413191662345,20.6210670725335,22.482764580478197,22.275997237007108,22.876448552899003,23.45705473132666,23.198167474997465,24.04371978543849,23.274989200091696,24.838538150740597,23.44005095646781,26.85383770766259,23.487207641649697,27.40902388499161,23.9867402169927,27.75795951442808,23.211273472801363,27.08078190588958,22.741531065531422,26.45788620774774,22.896998797611623,26.56203352515992,22.32282506707885,25.467414268319324,19.01984694244812,21.607579198719037
jacket,24.0,0.0085935262102549,468.0,2.6711728427150834,clothing,19.054418667574573,22.14085113663888,23.148145204592613,22.861248886353355,22.41141795243153,22.532048461277167,22.854870282688164,21.14054783256321,23.55457793390496,25.106552942008864,24.120315867488955,26.897091717126084,24.130556539617444,26.23503541291819,24.78853965996372,28.270746765120705,24.839627595485474,28.444990117367016,23.30761217346598,27.045537979529144,23.51886275030665,27.77024057185081,23.37913235445214,27.510052570454867,23.61056487563308,27.57803181896745,21.91120942855233,22.44784016702215,22.899527437134328,24.33872463539977,23.16726394733652,25.21684515640439,23.671615742103228,26.675496835118555,23.699466336108912,27.34053879219162,24.202193536954574,28.60999463240473,24.56573668041114,29.08537003274823,24.05088071890295,28.131994755366936,23.18218225983813,26.97621382738877,23.273568746327225,26.6815596280076,23.730185171487875,27.07221694998754,23.224306665276128,26.33188124998097,18.932725074833257,22.033285412078268
jar,30.0,0.0098825551417931,1.0,0.3010299956639812,household,18.751559866272405,21.29267425110078,22.83125514166573,21.85434960073227,23.23688958594832,23.69796833468928,21.241834375722675,20.299427991240503,20.764851684949253,20.561977756148163,21.350093148502715,22.38842229006621,21.90662481721601,22.237022610858528,22.80827303526862,24.552844526456507,23.566774610528068,25.221434620203127,23.294374861970145,25.207860824935462,22.626967001088914,25.650025973899485,22.78631573728304,25.84331833304577,22.48523837047051,25.974917532852373,19.91417235191953,20.956977709353023,20.10648330905868,21.389540066709674,20.462392496411397,22.148075156370496,21.06382300342557,22.777108482208863,21.42322159801544,23.921794722683547,22.18228423584168,25.89344111529051,22.030490231232463,26.02921943357821,22.335380574816288,26.383970942967373,21.663516951043853,25.568039561543728,22.27665640041324,25.73040637147458,22.14456956976468,25.642479391650976,21.96831158771922,25.352747034096865,18.602784671323143,21.265348495597625
jeans,28.0,0.0116012603838441,3.0,0.6020599913279624,clothing,17.386024168955565,19.74674522362576,19.90672991110424,19.97612044136834,20.393875837640763,21.26545811829965,20.09633208981487,18.79773422781223,22.393786858545297,23.569499732306856,23.25950445229296,26.287371000905505,22.866251139552823,25.88827417143477,23.80464297090546,27.930145456004865,23.303292219124245,27.371791682273223,23.195881160894658,27.21141223661848,23.98414719852595,28.046237237494346,22.54730039953396,26.04406126784636,21.81777809480912,25.13509156256478,19.849380378525574,20.82787008907,21.43399847614359,22.64094317557931,22.481100506075943,24.10023642391821,22.62787063086659,25.354522016768023,23.258245981946352,26.79320227218887,24.116334361976264,28.39690585904789,24.376921532680644,28.602492861045057,23.68164802944273,27.52077751019463,21.596576443081744,25.17184462676989,21.143357101197548,24.57925896183465,20.877922820442897,24.147335904121604,20.11688210535605,23.045709783233985,17.10368511810423,19.516168853107907
lamp,29.0,0.0508450300773417,128.0,2.110589710299249,household,18.89919378245597,20.005855255352788,26.346286176764515,21.11849771973576,26.010421426979484,22.190322669613945,26.44537977725228,21.514368987220813,25.99244674798885,23.782587761154712,26.154033315345888,25.69057375514547,25.777070890327096,24.865849218670917,26.428169555121045,26.764694406499054,26.70368921865021,27.411172805457163,26.474726154156286,27.943560773219765,25.28620886234032,27.20884785468749,24.014214371805423,25.813457883088745,23.163904102658517,24.86453099583268,35.611178744277446,25.81776502350292,32.906552965033704,26.63469891984418,30.509181462986408,26.781625236781643,30.530518055704395,28.261652847983218,29.668880084493225,28.223461887571453,29.49149223864572,29.218416791486938,28.640244763179755,28.99603440980714,28.034367045753196,28.877859590669736,25.80648456926463,26.878223104383206,23.03378158016882,24.24330923061933,22.39520169519968,23.402385515189497,22.577299082409382,23.17579235744672,18.92822777078431,20.07949370554525
napkin,26.0,0.0216270409624749,506.0,2.705007959333336,household,17.4761338408596,19.637878882637185,22.768349305115997,20.06145027127381,23.5742340689284,22.834311416756925,21.61076950324427,19.91758034067364,21.209839008806828,21.540047310525964,22.623325358617333,24.039258853721854,22.583346223385497,23.591469338271395,23.224390498490298,25.39606740948059,23.83789621836041,26.30809913121975,23.168515085453357,25.868595087489883,22.481101009301284,25.819129877054987,21.21758832890418,24.340267649609324,21.4871777045027,24.5825033923947,22.542870189218807,21.080490155351484,23.893647180572277,22.78461941995322,23.33479632272922,24.671876925391302,23.946288606501355,25.629759366347077,23.947948316415616,26.3608672461926,23.88065354274419,27.43604631300705,23.84600670505255,27.945838825636315,23.209236630692025,27.14699802435262,22.419779721937857,26.14777545830488,20.88762896469048,24.422986098248803,20.491143918931915,23.76641369854211,20.52785424642633,23.539116032907188,17.384198365498772,19.624742086545755
necklace,27.0,0.0111715840733314,265.0,2.424881636631067,clothing,16.700535185777625,18.74032692769909,25.16821865472546,19.754433195770524,24.945315954358275,21.972125682405483,22.86991648782284,19.43964924892989,22.197943593908825,21.371744252980463,22.573683702799528,23.3973381839556,22.904580876370183,23.294712371715743,24.00570502365108,25.826541796302312,24.123104661081676,26.13884727956844,24.59349993585477,27.0494199955384,23.54322886301748,26.49323336289536,21.586443136150347,24.256760607044672,21.607243528042066,24.362443968954185,22.60634345424709,19.77909354034748,24.987826025728893,22.027987725945938,23.246620266784024,23.588956080069643,24.12625328009105,25.27587020436664,24.42765261648773,26.32559985141645,25.115823478788496,28.352949798161895,24.57014196279065,28.236075082685865,24.76294501681511,28.37158706453195,22.2972904004742,25.35653219552576,21.37035405630101,24.194046518851,21.13996560959101,23.82691607852508,20.56658290076966,22.95387879691494,16.685365553419484,18.671399845366665
oven,27.0,0.0193354339730736,403.0,2.606381365110605,furniture_rooms,17.8718064479077,20.171373983070204,19.80968624206576,20.738841715637417,20.39167989135461,21.26576528076118,22.393390479575636,20.73937069473505,24.145789827824988,24.42975024568213,24.874778910718145,26.402906092605622,23.00175155778695,25.05681026957822,23.888084990990777,27.009807844586085,23.12347356499865,26.627629594006976,22.51644428752053,25.80375773827432,22.076036472096497,25.65278830159693,21.781813269380407,24.817667109271497,21.31447387001534,24.297601094929544,19.39283205494757,21.162050559549,23.08522489934801,23.946120930161836,23.15623739413424,24.504135527823266,24.126500358238903,25.79787604325619,22.68452251821408,25.56166426873062,22.024022703317502,25.79721529230046,21.701619916980626,25.476174610752764,21.08007880480339,24.739034248322493,21.867819741885285,24.898483165232516,21.57737054075946,24.02279272326384,21.135203749520603,23.55127628164769,21.898141609537017,24.202766007925515,17.587511543058653,19.878887438239325
pajamas,24.0,0.0120309366943569,484.0,2.6857417386022635,clothing,19.29370574934816,22.45732562404831,25.20120426573962,25.256798938567712,25.49999884672087,25.840371370703178,24.5203550256623,23.20304865474494,25.39172977587756,27.08607868485836,25.31730812829578,28.93238595717904,24.41071831551348,27.90344729934884,24.600574386756637,28.908711853709853,24.12792558015112,28.341958090732824,23.775365505366928,27.97536109977576,24.13120693163429,28.450744176984525,23.59226590619388,27.633225786528747,23.5595137843977,27.59297260726546,24.386152796410983,25.935102933513956,25.23054169258142,27.371310208829616,25.32994080182656,28.07040694690924,25.330839212225577,28.78473236725217,26.26268798624989,30.105445480817057,27.193081790727245,31.779653101046293,26.94021604106871,31.497278101732288,25.995288228904204,30.295477281672177,24.931470720885024,28.78981556337414,23.583524126568797,27.15346083141838,23.8237968113533,27.30639071085704,23.029973802817523,26.40693473826953,19.148867891006816,22.34109073189645
pants,23.0,0.0138928673732454,1331.0,3.1245042248342823,clothing,16.42409884006611,18.571288236405,17.662339353873907,16.609608918170903,18.04972853984898,17.75176722185783,18.760428332330285,17.156281053084093,20.940527601809357,22.573607919900105,22.121207504112963,25.59009264931946,21.432647301829697,24.779460311450404,23.27954313912486,27.49095307794209,23.20217384105203,27.34229301511764,23.361306111696983,27.35641219948745,23.500128675012533,27.52310480980574,22.28888158698556,25.76188708962252,21.061050351404504,24.022974708492185,16.73080222655096,16.86389032121241,20.024071604532576,19.7642402265268,21.076779056949093,22.47227309784357,22.55892946399544,25.249810161032485,22.98851621666057,26.41203359667169,24.13302785080114,28.391501069162,24.262555352465583,28.45175640466752,23.27396807205229,26.97013145275301,21.27060385326348,24.456270051416343,21.559797028909504,24.49132619995165,21.352957818079208,24.104097868210843,20.346195849785676,22.913101897548906,16.273946314922927,18.356279913714268
paper,24.0,0.0111715840733314,4.0,0.6989700043360189,household,19.449434427603663,21.37374352052729,22.93622166128529,20.679833089850856,23.800963288314684,23.088487438129487,22.656877070819256,20.514901977323916,23.18528020724824,23.44276334690594,24.68032752812943,25.76700908262289,25.17759758081066,25.248249299393983,25.77322483875976,27.068445620173755,25.31669681003202,27.316662845382115,25.052312550032703,27.29117247262893,25.35967720761525,28.32383392925849,23.82713110341221,26.44715750258915,23.45758582125485,26.138847079137506,25.68490087477684,22.53433476932799,26.384146881519676,24.430152385045304,25.3554483052756,25.725421010818017,26.216472755843117,27.201442981425444,25.964831925649285,27.783672247434144,25.88857114710063,28.921190301121595,25.15792853282624,28.96781450991638,23.977116735225515,27.322863157450985,22.95457811986933,26.141577554055868,20.819467880990896,23.728011366683877,20.34508663152097,23.050238345874668,20.2951087703625,22.77568860393456,19.108571015077317,21.034197905643317
pillow,23.0,0.0421082784302492,627.0,2.797959643737196,household,18.49135197651952,20.52302279332432,24.43146174851868,22.255159301062356,24.4303737413648,24.43173196223573,22.85399995773876,21.634810238259572,22.537674686209915,23.365425676884676,23.48584817338856,25.434556848074877,23.32202378879863,24.80551840329841,24.343906474415068,27.047717035398144,24.278632734878357,27.410924809168584,23.735351159241784,26.955947258724443,23.69139365593498,27.2289032276842,23.14983559765084,26.26100402109616,22.83490097382125,25.89240713946857,26.387330030124144,24.019498674406734,26.730561410155616,26.291215720306152,26.15539412103557,27.57828505867708,26.11739991875495,28.24862633543076,26.23672188951994,29.212003024130052,26.15521336926254,30.06411503003544,25.945958215861445,30.50773823982119,25.098662786956865,29.63628179587217,23.58073782790609,27.81746903639361,22.43353649058541,26.50939659474091,22.003713731781332,25.92513540259726,21.875248626671244,25.473452754643827,18.613284515543853,20.75250675113976
plant,27.0,0.0156115726152964,386.0,2.5877109650189114,household,18.013617048529532,19.036488375368688,21.59283755583421,20.36147849946018,22.11234515983112,21.787542309463344,21.686868060838705,18.67131780261713,23.71144851653792,20.04606943800352,23.563087224191104,21.342687338633844,24.53353955944632,21.07402750831949,24.982677130533904,23.69206463527464,26.211581117169118,24.79370943381701,26.72887614661885,25.6090249299817,25.53785228026948,25.95316691775405,23.78142113201518,24.42357884425174,22.698029172478453,24.14221478226134,20.70034366216045,20.596515218167973,21.83900099884508,21.600988243741067,24.011478192150395,22.736530602691836,23.35696877693636,22.36543069227113,22.93704173942352,22.780813672857,22.23264370168977,24.029946430406177,21.649105265254843,24.35470933375067,21.958886975480176,24.658752849372284,21.696226317790188,24.095098898833932,21.7292771129451,23.98772398974034,21.36541442133229,23.66097844005677,20.78124900883419,22.804371173350287,17.890103225578322,18.8144474260372
plate,25.0,0.0323689487252936,1305.0,3.115943176939055,household,19.24195436470695,19.745417383859763,21.73489672409656,18.42039068204094,22.92066484009345,21.39079369698168,22.37867215893517,18.445479047181937,22.609282954197397,19.74999221349542,24.09573865223384,21.788311247668947,25.62710029602788,21.56974401582553,25.421998252355365,23.453267968235263,25.75908472886041,24.13601806438741,26.105037933200904,24.04088516868433,25.12187112002332,24.599093367818178,24.41879149732349,24.284640891780477,24.241608201949926,24.937151722729137,22.60837863311407,19.715654725026504,24.15331873735204,21.77835903638081,25.248496221461718,23.57018917618609,26.54870082674686,24.72153653715739,26.01926826855317,25.155435463526747,25.023969780811058,26.09089057019091,24.85658531579719,26.466714387889414,24.513588285884623,26.186743755049232,23.76219018593197,25.492554965677574,22.730819063499197,24.13949269241994,23.11676239317954,24.58050063134617,23.84665655936108,24.86024045645055,19.253853463786903,19.781416438035084
pony,28.0,0.0081638498997421,335.0,2.526339277389844,animals,19.48622624226457,21.10467617618913,22.94498621495359,22.55493142787265,24.19769369642647,24.39765105033401,23.428726682003077,20.475061425687155,23.820827330984446,22.167791653152264,24.776543553571216,24.42377901600736,25.12741522885215,24.581596038440107,24.761249454546096,25.69532338146534,25.13181492954052,26.454341891026942,25.293289769693374,26.76314833396724,25.260626237069157,27.18890823151189,24.861842942512265,27.11006979820405,23.866395888015248,26.18884651997599,21.44096396444396,21.782297645354173,20.69745272096956,21.53863792888024,21.811991580412723,22.25255189750053,23.01715978746632,23.02605096787456,22.73373138167244,23.422106235745325,23.02832047522948,24.659570326988455,22.879246617126476,24.623236456442687,21.49811600758537,23.333871958911505,21.687366388696187,23.230689768021005,20.540877443588737,22.48237052356681,20.42740763661156,22.37920139238531,20.74650228945044,22.33916610996135,19.213812801976317,20.85997275880527
purse,26.0,0.0114580349470065,298.0,2.4756711883244296,household,19.28459793620796,21.5174334648366,22.612077359239027,21.39514529908657,23.032663277266973,23.076614451992544,22.41556151290296,21.03073023443999,23.26591363078457,23.691170166141323,23.87816364292281,25.474125751604312,23.631930736556463,24.778226277603277,24.355150675272505,26.664284442444387,24.16518378281307,26.80321954225644,23.814016818308847,26.76533795929368,23.16096029356308,26.69088912805542,23.00307537417399,26.02304480537784,23.122212315129623,26.188217562937336,20.74038976260898,21.20012298161129,21.99681373622455,22.812070841008943,22.39972603096956,24.215201689185296,23.2951750366947,25.34470757186945,23.020847997619693,25.80075773572389,22.847706266453297,26.449189687874718,22.46128648425057,26.51690111014276,22.03849959048209,25.963728007097497,21.66986370781811,25.5221206453766,22.58222511684287,25.314905833592277,22.23817746060708,24.936267074608452,22.17259697548837,24.667940579352937,18.93638779139467,21.2079474316236
